"Animal","Caption","Age","Gender","Ethnicity","Schooling","RecaptchaScore","Duration","Socials","Survey_01","Survey_02","Survey_03","Survey_04","Survey_05","Survey_06","Survey_07","Survey_08","Survey_09","Survey_10","Survey_11","Survey_12","One_word_comment"
"gorilla","no context",25,2,1,4,1,228,"1,2,3,4,5",4,4,4,4,4,5,4,4,5,4,4,5,"I want to meet gorilla also like this "
"gorilla","no context",21,1,1,4,1,394,"1,2,3,5",4,4,4,4,4,4,2,2,4,4,4,2,"Animal Was very secured in the world"
"loris","no context",30,2,5,4,1,828,"1,2,5",1,2,4,4,3,4,2,2,2,4,4,4,"scare"
"loris","informative",35,1,1,4,1,702,"1",4,4,4,4,4,4,4,2,4,4,4,4,"interest"
"loris","informative",25,2,1,4,1,559,"1,2",4,4,4,4,4,4,4,4,4,4,4,4,"no comments"
"gorilla","informative",45,2,1,4,1,302,"1,2,3",4,4,2,4,2,4,2,2,4,4,1,2,"gorilla"
"loris","no context",24,1,4,5,1,824,"1,2,5",3,4,4,4,3,4,4,4,5,5,4,4,"THE ANIMAL IS LOOK LIKE SO QUTE "
"gorilla","informative",28,2,5,4,1,471,"1,2,3,5",1,2,4,1,1,5,5,4,1,4,3,2,"nervous"
"gorilla","no context",45,1,1,4,1,431,"1,2",5,4,4,4,4,4,1,4,4,4,4,4,"GOOD"
"loris","informative",25,2,1,4,1,337,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,4,4,4,"HANDLED SEFTY"
"gorilla","no context",68,2,1,3,1,503,"1,2",1,4,5,3,1,5,5,5,1,5,2,5,"majestic"
"gorilla","informative",25,1,1,4,1,688,"1,2,3,5",1,4,2,4,4,1,4,4,4,4,4,4,"NATURE"
"loris","no context",24,1,1,4,1,187,"2",4,4,4,4,4,4,4,4,4,4,4,4,"research"
"loris","informative",25,1,1,4,1,1223,"1,2,3",4,4,4,4,5,4,4,4,4,5,4,5,"This post is good"
"loris","no context",56,2,1,5,1,375,"1,2,3,4,5,6",4,4,4,4,4,4,4,5,4,4,4,4,"good"
"gorilla","no context",25,2,4,4,1,357,"1",5,5,5,5,5,5,5,5,5,5,5,5,"IT IS GOOD NATURAL"
"gorilla","informative",25,2,1,4,1,1488,"1,2,3,5",5,5,4,5,4,2,4,4,4,4,4,4,"Smart"
"gorilla","no context",25,2,1,4,1,261,"1,2,3,4,5",5,4,4,4,5,5,4,4,4,4,4,4,"I like gorilla very much if i  see direct i am enjoy the picture"
"gorilla","no context",24,2,4,4,1,586,"1,2,3",4,5,4,5,2,5,4,5,2,5,4,5,"Thrilling"
"gorilla","informative",35,2,2,4,1,493,"1,2,3,5",3,3,2,3,1,3,3,4,1,4,4,4,"nature"
"loris","informative",32,1,2,4,1,1165,"1,2,3",5,4,4,5,5,4,4,4,4,4,4,4,"I believe I have encountered this animal species in the real world"
"loris","informative",30,1,1,4,1,391,"2",4,4,4,5,5,5,5,4,5,5,4,5,"caring"
"loris","informative",24,1,1,4,1,257,"1,2,3,5",4,4,5,4,4,2,4,4,5,4,4,4,"cute"
"gorilla","no context",55,1,2,4,1,397,"1,3",1,2,3,3,1,4,1,2,1,4,4,4,"Evolution"
"loris","informative",42,1,1,4,1,324,"6",1,2,3,4,2,5,4,4,2,5,4,4,"frail"
"gorilla","no context",39,2,1,5,1,134,"1,2,3",2,4,2,4,2,4,3,3,2,4,4,4,"excited"
"gorilla","informative",53,1,3,2,1,968,"6",1,2,3,3,1,3,3,5,1,4,2,4,"Pristine"
"gorilla","informative",42,1,1,4,1,468,"1,2,3",1,2,4,2,1,5,1,4,1,4,1,2,"Scary"
"gorilla","no context",35,2,4,4,1,567,"1,2,3",5,5,4,5,2,5,5,5,2,5,5,5,"AMAZING FEATURES"
"gorilla","informative",64,2,1,4,1,359,"1",2,4,4,4,2,4,4,4,2,5,4,5,"Amazing"
"gorilla","no context",51,2,1,4,1,612,"1,2,3",4,4,4,5,4,5,5,4,4,4,5,4,"Good relationship"
"gorilla","informative",32,2,3,4,0,323,"1",5,5,5,5,5,5,5,5,5,5,5,5,"money an man"
"loris","informative",30,1,1,2,1,259,"1,2,3,4",4,4,4,5,4,4,4,5,4,4,5,4,"good"
"loris","informative",33,1,3,4,0,490,"2",5,4,4,3,4,3,4,4,4,4,5,4,"mouse "
"loris","no context",59,2,1,2,1,460,"6",2,3,5,3,2,2,2,4,3,5,3,2,"fear"
"loris","informative",42,1,1,4,1,407,"1,2",5,4,4,4,5,5,4,4,4,4,4,4,"love"
"gorilla","no context",30,1,1,5,1,150,"1,2",4,4,4,4,4,4,4,4,5,4,4,4,"animal"
"gorilla","no context",56,1,1,4,1,246,"1,3",1,4,5,4,1,4,2,4,1,5,4,4,"Brave"
"loris","no context",46,2,1,4,1,652,"1,2,3,4,5",4,3,3,4,4,4,2,4,4,4,4,3,"Reception of Wildlife"
"loris","informative",40,2,2,5,1,480,"1,2,3,4",4,4,4,4,4,4,4,4,4,4,4,4,"good"
"loris","informative",45,1,1,5,1,482,"1,2,3",5,5,5,4,4,5,4,5,4,5,4,4,"Memories"
"loris","no context",31,2,3,3,1,444,"2,5",2,4,4,4,4,2,4,3,4,3,3,3,"exploitation"
"loris","informative",59,1,5,5,0,448,"2,3",4,4,4,4,4,4,4,4,4,4,4,4,"Enjoyable"
"gorilla","informative",33,1,1,4,1,424,"1,2,3,5",5,4,4,4,4,4,5,4,4,5,5,5,"EXCITED"
"gorilla","no context",25,1,1,4,1,652,"1,2,3,5",4,2,4,4,2,4,4,4,2,4,4,5,"Nice To See"
"loris","no context",39,2,1,5,1,128,"1,2,3",1,1,4,3,1,1,1,3,1,5,3,3,"Sad"
"gorilla","informative",25,1,1,4,1,808,"1,2,3,4,5",4,4,5,4,4,5,4,4,4,5,4,5,"researche"
"gorilla","no context",34,1,1,4,1,296,"1,2,5",4,4,4,4,4,4,4,4,4,4,4,4,"gorilla"
"gorilla","informative",30,1,1,4,1,1898,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,4,"gorilla"
"gorilla","informative",53,7,7,5,1,490,"1,2,3,5",4,4,4,4,3,4,4,3,4,4,5,4,"love"
"gorilla","no context",32,2,2,4,1,1308,"1,2,3",4,4,5,4,4,5,5,4,5,4,4,5,"I would seek out an experience to personally interact with this animal"
"gorilla","no context",25,1,1,4,1,260,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,4,"BEAUTYFUL"
"loris","informative",24,1,5,3,1,213,"2,3,5",1,3,3,4,1,2,4,5,2,5,2,5,"adorable"
"gorilla","no context",64,2,1,4,1,480,"1,2",1,2,2,2,1,4,2,4,1,5,2,4,"Majestic"
"gorilla","no context",32,2,1,4,1,184,"2",4,4,4,4,4,4,4,4,5,4,4,2,"Fear"
"loris","informative",47,2,1,5,1,681,"1,2,3,5",2,5,5,4,4,5,5,4,2,5,5,4,"Natural"
"gorilla","informative",41,2,3,5,1,357,"1,2",4,5,4,4,4,5,5,5,5,4,4,4,"Nature "
"gorilla","informative",30,1,1,4,1,565,"3",5,4,4,4,4,4,4,2,4,4,5,5,"Back"
"gorilla","no context",36,2,3,4,1,424,"2",3,3,4,2,1,4,1,2,1,5,1,1,"leave"
"loris","no context",25,2,1,4,1,551,"1,2,3",5,5,5,5,5,5,5,5,4,5,5,5,"unique"
"gorilla","no context",25,1,1,4,1,252,"1,2,3,5",5,5,5,5,5,5,5,5,5,5,5,5,"this is very good picture it is shown about human and animals between love and caring"
"gorilla","informative",24,1,1,4,1,172,"2",3,3,3,3,3,3,3,3,3,3,3,3,"gorilla in my research"
"gorilla","no context",42,2,3,3,1,211,"1,2,3",5,4,4,5,5,5,5,5,4,4,5,5,"I Would like to animal This animal would make a good pet"
"gorilla","informative",38,1,1,4,1,342,"1,2,3",4,4,2,4,4,4,4,4,4,4,4,4,"apps"
"loris","no context",25,2,1,4,1,2819,"1,2,5",4,4,4,5,4,4,5,4,4,5,5,5,"Slender"
"loris","informative",65,2,1,4,1,373,"1,2,3",1,4,3,3,2,4,4,4,3,5,5,3,"fulfilling"
"loris","informative",30,2,1,4,1,687,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"very nice"
"gorilla","no context",79,1,1,3,1,399,"1",2,2,4,4,1,4,1,4,1,5,5,3,"intriguing "
"loris","informative",28,1,1,4,1,972,"1,2,3",2,4,4,4,2,5,4,4,4,5,5,5,"cute"
"gorilla","informative",33,2,2,4,1,792,"1,2,3",5,4,4,4,5,4,4,5,4,4,4,4,"I would seek out an experience to personally interact with this animal"
"loris","no context",24,2,1,4,1,545,"1,2,3,5",5,4,3,4,4,2,4,5,3,4,3,5,"animal"
"gorilla","informative",30,1,1,4,1,218,"2",4,5,4,5,4,5,5,5,5,5,5,5,"ANIMALS"
"loris","no context",30,1,3,2,1,961,"1,2,3,4,5",4,4,5,4,4,4,4,4,4,4,4,4,"good"
"loris","informative",30,1,1,4,1,356,"1,2",1,2,3,3,2,2,2,3,1,3,2,3,"Wildlife"
"loris","no context",44,1,7,4,1,596,"1,2,3",4,4,3,5,1,4,4,5,1,5,5,5,"save"
"loris","no context",51,2,1,5,1,378,"1,2,3",4,4,4,5,5,4,5,4,4,5,4,4,"save the animal"
"loris","no context",39,2,1,5,1,822,"1,2",4,5,4,5,5,4,5,5,4,4,4,4,"like and nice"
"loris","no context",25,2,1,4,1,311,"1,2,3,4,5",5,4,4,4,5,4,4,4,5,5,5,4,"WOW"
"gorilla","no context",30,2,1,4,1,389,"2,3,5",2,4,4,4,3,2,3,3,2,4,4,4,"Nothing"
"loris","informative",29,1,1,5,1,841,"1,3,5",4,4,4,5,4,4,2,5,4,5,4,4,"Animal Research"
"loris","no context",58,1,1,4,1,231,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,4,4,4,"ANIMAL IS PROTECTED THEM"
"loris","informative",40,1,1,4,1,397,"1,2,3",2,4,4,4,4,4,4,4,4,5,4,4,"nice"
"gorilla","informative",38,1,1,4,1,111,"1,2,3,5",5,5,5,5,5,5,5,5,5,5,5,5,"the man see the gorill"
"loris","no context",35,2,6,4,1,414,"1,2",4,4,4,4,4,4,4,4,4,4,4,4,"monkey"
"gorilla","informative",37,2,1,4,1,563,"1,2,3,4,5",2,4,2,4,2,3,4,4,2,4,4,4,"INTRESTING"
"gorilla","informative",29,1,1,4,1,269,"1,2,3",4,3,5,3,1,5,2,4,1,4,2,4,"scary"
"loris","no context",47,1,1,5,1,394,"2,3",1,2,3,2,2,4,2,3,1,3,1,2,"frail"
"gorilla","informative",60,1,1,4,1,1264,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,5,"gorillas"
"loris","no context",39,2,1,4,1,325,"1,2",4,5,2,5,4,4,4,5,4,4,5,4,"love"
"gorilla","informative",47,2,1,3,1,457,"6",1,5,5,5,1,4,2,5,1,5,5,4,"wonder"
"loris","informative",32,2,1,4,1,414,"1,2,3",4,4,4,5,2,4,4,4,1,5,5,4,"crazy job and very helpful for animals"
"loris","no context",72,1,1,4,1,466,"1,2",1,4,3,2,2,1,4,1,2,5,2,4,"strange"
"loris","no context",40,1,1,2,1,210,"1,2,3,5",5,5,5,5,5,5,5,5,5,5,5,5,"HAPPY ANIMALS"
"gorilla","no context",44,2,1,5,1,190,"1,2,5",2,4,3,4,1,5,2,4,1,5,4,4,"Caution"
"loris","informative",45,1,1,2,1,378,"6",1,4,5,3,1,5,1,4,1,5,4,1,"cruelty"
"gorilla","informative",47,2,1,4,1,268,"1,2",2,4,1,5,3,4,2,5,1,5,5,4,"afraid"
"loris","no context",36,1,1,5,1,2349,"1,2,3",3,4,2,4,2,4,4,2,2,4,2,4,"bat"
"gorilla","informative",40,2,6,3,1,484,"1",1,2,4,4,1,4,3,5,1,5,1,3,"research"
"gorilla","no context",33,1,4,4,1,3243,"1,2,3",3,4,4,5,4,4,3,4,4,5,4,4,"AMAZING"
"loris","informative",29,1,1,5,1,198,"1,2,3,5",4,4,2,4,4,4,4,4,4,4,4,4,"great"
"gorilla","no context",32,2,1,4,1,830,"2",4,4,4,5,5,4,4,4,5,4,5,4,"FEAR"
"loris","informative",25,1,1,4,1,255,"1,2,3,4,5",4,5,5,5,4,4,4,5,5,4,4,5,"nice pet"
"loris","informative",25,1,1,4,1,255,"1,2,3,4,5",4,5,5,5,4,4,4,5,5,4,4,5,"nice pet"
"loris","informative",35,2,1,4,1,166,"1,2",1,4,4,4,1,4,3,4,2,5,5,4,"loris"
"loris","informative",35,2,1,4,1,166,"1,2",1,4,4,4,1,4,3,4,2,5,5,4,"loris"
"gorilla","informative",48,2,1,5,1,467,"1,2,3,4,5",4,5,4,4,5,4,5,4,5,4,5,4,"I LIKE IT Me observing one of the mountain gorillas in my reserch"
"loris","no context",25,1,1,4,1,1120,"1,2,3",4,4,4,4,4,4,4,5,4,5,4,4,"The post is very nice"
"loris","no context",45,2,1,4,1,240,"2,3,4",4,4,4,4,4,4,4,4,4,4,4,4,"SCARY"
"loris","no context",30,2,4,4,1,401,"1,2,3,4,5",5,4,5,4,4,5,5,5,4,5,5,5,"good looking"
"loris","informative",25,2,1,4,1,2161,"1,2,3,4,5",4,4,4,5,3,5,3,4,3,4,4,4,"save  the animals"
"gorilla","informative",33,1,1,4,1,479,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"good"
"loris","no context",45,2,1,2,1,422,"1,2,5",1,4,4,4,3,2,3,4,2,5,5,4,"adorable"
"loris","informative",42,2,4,5,1,247,"1,2,3",4,4,4,4,5,4,4,4,4,4,4,4,"CUTE ANIMAL"
"loris","informative",78,1,1,4,1,403,"3",1,2,3,5,1,1,1,1,1,5,4,1,"Sad"
"gorilla","informative",25,2,1,5,1,221,"1,2,3,4",4,5,4,4,4,5,4,4,4,4,4,4,"animal"
"gorilla","no context",24,2,4,4,1,324,"2",4,4,4,4,4,4,4,4,4,4,4,4,"my friend"
"loris","informative",23,1,1,4,1,537,"1,2",4,5,4,4,4,5,5,4,4,4,4,4,"photos"
"loris","no context",43,2,5,3,1,337,"1,2,3",1,2,4,2,2,1,1,2,1,5,1,1,"strange"
"gorilla","no context",27,2,2,5,1,444,"1,2,3,4,5",4,4,4,4,1,4,4,5,5,4,4,4,"ITS VERY GOOD IMAGE IT SAY MANY STORY"
"loris","informative",25,2,5,4,1,2194,"1,2",3,3,3,3,3,3,3,3,3,3,3,3,"nice"
"loris","no context",31,2,1,4,1,219,"1,2,3,5",5,4,5,4,2,5,5,5,2,5,4,4,"adorable"
"gorilla","no context",28,2,5,4,1,485,"1,2,3",4,2,3,4,3,5,1,4,1,5,3,2,"it's photoshoped "
"gorilla","informative",58,2,1,3,1,290,"1",1,4,5,5,1,1,2,5,1,5,4,5,"nature"
"gorilla","no context",55,2,3,5,1,929,"1",5,5,5,5,5,5,4,5,5,5,5,5,"gorila"
"loris","informative",66,2,1,4,1,498,"1,2,3",4,4,4,4,5,4,4,4,4,5,5,5,"cute"
"loris","no context",24,1,1,4,1,1012,"1,2,3,5",4,3,3,4,4,3,3,4,4,4,4,4,"this animal is very cute and come to my mind is this is monkey"
"loris","no context",37,1,1,4,1,269,"1,2",5,3,3,3,5,4,4,4,4,2,3,4," EMOTION OF ANIMALS"
"gorilla","informative",24,1,2,4,1,1573,"1,2,3",4,4,4,5,3,3,3,4,4,5,4,4,"save wild animal"
"loris","no context",28,1,1,3,1,206,"1,2,3",1,1,4,3,2,2,2,4,2,5,2,5,"Cute"
"gorilla","no context",61,1,1,4,1,311,"1,2,3,5",5,5,2,4,4,4,2,4,4,4,2,5,"Beautiful"
"gorilla","no context",35,1,1,4,1,331,"1,2",2,4,5,4,4,3,2,3,5,4,4,4,"EMOTIONS"
"gorilla","no context",40,2,1,4,1,582,"1,2,3,5",5,4,4,5,4,5,4,4,4,5,5,5,"SHOW LOVE TO ANIMALS"
"loris","no context",45,1,1,4,1,661,"2,3",4,5,4,4,4,4,4,4,5,4,4,4,"hope"
"loris","informative",54,2,1,2,1,331,"1,2,3,4,5",1,2,5,3,1,2,2,3,2,4,3,4,"Adorable"
"loris","informative",54,2,1,2,1,331,"1,2,3,4,5",1,2,5,3,1,2,2,3,2,4,3,4,"Adorable"
"loris","informative",43,2,1,5,1,262,"1,2,3,5",1,3,4,3,1,4,2,3,1,4,4,2,"sad"
"loris","informative",43,2,1,5,1,262,"1,2,3,5",1,3,4,3,1,4,2,3,1,4,4,2,"sad"
"loris","no context",42,1,2,4,1,427,"1,2,3",5,4,5,5,2,4,3,4,4,5,4,2,"new gen"
"loris","no context",34,1,1,4,1,371,"2,3",5,3,4,5,5,5,4,4,5,5,4,4,"its see to this post"
"loris","informative",35,1,1,4,1,234,"1,2",4,3,3,4,4,3,2,2,3,2,3,4,"AWARE"
"loris","no context",46,1,1,4,0,339,"1,2,3",4,4,3,3,4,4,4,3,3,3,3,4,"Much Like"
"gorilla","informative",30,1,4,4,1,284,"2",5,5,5,4,5,4,5,4,5,4,5,4,"good"
"gorilla","no context",25,2,1,4,1,397,"1,2,3,4,5",4,4,4,4,4,4,5,4,4,4,5,4,"GORILLA"
"gorilla","informative",25,1,1,4,1,377,"3",4,4,4,4,4,5,5,4,5,4,4,4,"Torture"
"gorilla","no context",66,2,1,5,1,612,"2",4,4,4,5,4,4,5,5,4,5,5,4,"kind"
"loris","informative",39,2,1,5,1,619,"1,2,3",3,3,3,4,4,4,4,4,4,4,4,4,"sad"
"gorilla","no context",50,1,1,4,1,658,"2",4,4,2,4,2,5,4,4,5,2,5,5,"FRIENDSHIP"
"gorilla","no context",31,1,3,4,1,360,"1,2,3,4,5",2,5,4,5,5,5,5,4,4,4,4,5,"Humans evolved from monkeys"
"loris","informative",38,2,2,4,1,747,"1,2,5",5,1,5,5,4,5,5,4,5,5,5,5,"perfect"
"gorilla","no context",25,2,1,4,1,923,"1,2,3,5",4,4,4,4,4,4,5,4,4,4,4,4,"This post is remember people to save animals"
"loris","no context",30,1,4,4,1,303,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"Slow loris"
"loris","no context",30,1,4,4,1,303,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"Slow loris"
"loris","no context",31,1,1,4,1,401,"1,2",4,4,4,4,4,4,2,4,4,4,4,4,"Cute"
"gorilla","informative",35,2,1,3,1,733,"1,2,3,5",1,4,3,2,2,2,2,4,2,5,3,4,"Imposing "
"gorilla","informative",25,1,1,4,1,545,"1,2,3,4,5",4,2,4,4,4,4,4,4,4,4,4,4,"gorillas in my research"
"gorilla","informative",39,1,4,4,1,357,"2,4",4,4,4,4,4,4,4,4,4,4,4,4,"very nice "
"loris","informative",62,2,1,5,1,321,"1,2",1,4,3,5,1,4,1,5,1,5,5,5,"Precious"
"loris","informative",56,2,1,5,1,357,"1,2,3,4,5",4,4,4,4,4,5,4,4,4,4,4,4,"good"
"loris","informative",29,1,4,5,1,225,"1,2",5,5,5,5,5,5,4,4,5,5,5,5,"primatologist"
"loris","no context",53,1,3,2,1,260,"1,2,3",5,4,5,4,4,5,5,5,5,4,5,4,"All animals captured and handled safely research proper permits and training"
"gorilla","no context",32,2,1,3,1,236,"1,5",1,3,4,3,1,3,4,2,1,4,2,3,"nature"
"loris","no context",25,2,1,4,1,359,"1,2,3,5",2,4,4,4,5,4,2,5,2,4,4,5,"animal"
"loris","informative",61,1,1,3,1,333,"1",4,3,2,2,2,3,3,3,1,5,4,3,"sickly "
"loris","informative",50,1,1,4,1,264,"1,2,3",3,4,3,4,4,3,2,4,4,4,4,4,"wildlife"
"gorilla","no context",26,1,1,4,1,144,"1,2,3",1,4,3,4,1,5,1,5,1,5,4,4,"Gorilla"
"loris","informative",58,1,1,4,1,306,"1,2,3",2,3,3,4,4,2,4,2,3,4,4,4,"sad"
"gorilla","no context",27,1,1,5,1,282,"1,2",4,4,4,4,4,4,4,4,4,4,4,4,"the animal is natural"
"gorilla","no context",47,2,3,4,1,592,"1,2,3,5",5,5,2,5,3,5,4,5,3,4,5,5,"nice"
"loris","no context",36,2,1,4,1,124,"1,2,3,5",5,5,5,5,5,5,5,5,5,5,5,5,"IT IS A NOT A ANIMAL I THINK"
"gorilla","informative",54,2,5,4,1,440,"1",1,2,3,4,2,4,1,4,1,4,5,4,"weird"
"gorilla","informative",32,2,1,4,1,265,"2",2,4,1,2,2,2,1,4,1,1,5,4,"its amazing look"
"loris","no context",30,1,4,4,1,255,"1,2,3",4,5,4,4,4,4,4,4,4,4,4,4,"Slow loris"
"loris","no context",30,1,4,4,1,255,"1,2,3",4,5,4,4,4,4,4,4,4,4,4,4,"Slow loris"
"loris","no context",30,1,4,4,1,255,"1,2,3",4,5,4,4,4,4,4,4,4,4,4,4,"Slow loris"
"loris","no context",30,1,4,4,1,255,"1,2,3",4,5,4,4,4,4,4,4,4,4,4,4,"Slow loris"
"loris","no context",30,1,4,4,1,255,"1,2,3",4,5,4,4,4,4,4,4,4,4,4,4,"Slow loris"
"gorilla","informative",25,2,1,5,1,342,"2",3,3,3,3,3,3,4,3,3,3,3,3,"leafs "
"loris","informative",24,2,2,4,1,632,"1,2,3",3,3,4,2,3,4,4,4,5,4,4,4,"animal"
"gorilla","informative",29,2,1,4,1,225,"5",4,4,4,4,2,4,4,1,1,2,1,4,"Humanity "
"gorilla","informative",24,1,1,4,1,256,"1,3",1,4,3,4,1,5,4,4,1,5,2,5,"Fascinating"
"loris","informative",25,1,1,4,1,245,"1,2,3,4,5",5,5,4,5,4,5,4,4,5,4,5,5,"NATURE"
"gorilla","no context",27,2,1,4,1,168,"1,2",1,4,4,4,1,4,4,4,1,5,4,4,"gorilla"
"gorilla","no context",30,1,4,4,1,115,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"Gorilla"
"gorilla","no context",30,1,4,4,1,115,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"Gorilla"
"gorilla","no context",48,1,1,4,1,1200,"1,2,3",5,4,4,4,4,4,4,4,4,4,4,4,"HAPPY TO SEE THE PICTURE"
"gorilla","no context",44,2,1,5,1,233,"1,3",1,3,4,4,2,4,2,4,2,5,4,4,"Peaceful "
"loris","informative",60,2,1,2,1,406,"1,2,3,4,5",1,2,4,3,1,1,1,4,1,5,5,1,"Helping"
"gorilla","informative",32,2,2,3,1,590,"1,2",4,4,4,4,4,4,4,4,4,4,4,4,"waildanimals are lovable"
"loris","informative",35,1,1,4,1,230,"1,2",4,4,1,4,3,3,3,4,4,3,3,4,"INTERESTING "
"gorilla","informative",25,1,1,4,1,569,"1,2",4,4,4,4,4,4,4,4,4,4,4,4,"chimpanzee"
"gorilla","no context",30,1,1,4,1,188,"1,2,3,5",5,2,4,5,4,4,4,4,2,5,2,4,"HAPPY"
"loris","no context",30,2,1,4,1,947,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"Research"
"gorilla","no context",62,2,1,4,1,1032,"2",2,5,5,5,5,4,4,2,5,4,4,4,"i like that post"
"gorilla","no context",62,1,1,5,1,350,"2",1,2,4,4,1,1,1,3,1,5,4,3,"Wildlife"
"loris","no context",34,1,5,4,1,275,"2",5,5,4,4,4,5,5,4,5,4,4,4,"my friend"
"gorilla","informative",41,2,5,5,1,427,"2,3",4,4,4,4,4,4,4,4,4,4,4,4,"Enjoyable"
"gorilla","no context",50,2,1,5,1,383,"2",4,5,4,5,4,4,5,5,4,5,5,5,"protect"
"gorilla","no context",34,2,1,3,1,262,"2,3",3,4,2,3,1,2,3,3,1,5,2,2,"interest"
"gorilla","informative",25,2,1,4,1,546,"1,2",4,5,4,4,5,4,4,5,4,5,4,4,"good"
"loris","no context",25,2,1,4,1,704,"1,2,4",4,5,2,4,5,5,4,4,4,5,4,4,"small monkey"
"loris","no context",48,2,1,4,1,232,"1",1,4,4,5,2,4,1,4,1,5,5,4,"Concerning"
"gorilla","no context",54,1,1,5,1,322,"1,2,3,4,5",5,4,4,4,5,5,5,5,4,4,5,4,"Pet"
"gorilla","no context",54,1,1,5,1,322,"1,2,3,4,5",5,4,4,4,5,5,5,5,4,4,5,4,"Pet"
"loris","informative",35,2,1,5,1,935,"1,2,3,5",4,5,4,5,3,5,5,4,4,5,4,5,"Primatologist "
"loris","informative",35,2,1,5,1,935,"1,2,3,5",4,5,4,5,3,5,5,4,4,5,4,5,"Primatologist "
"gorilla","informative",25,2,1,4,1,203,"1,2,3,4,5",2,4,4,4,4,4,4,4,4,4,4,4,"Gorillas in mountain"
"gorilla","informative",32,1,1,4,1,166,"1,2,3",2,4,4,5,4,5,4,4,4,4,5,4,"Research"
"loris","informative",26,2,1,4,1,475,"2",4,4,2,4,5,4,5,4,4,5,4,4,"save animals"
"loris","no context",24,2,3,2,1,846,"2",5,5,5,5,5,5,5,5,5,5,5,5,"jujyuk"
"gorilla","no context",38,1,1,2,1,249,"2,3",4,4,4,4,4,4,4,4,4,4,4,4,"PERFECT THOUGHT PROCESS"
"loris","no context",24,1,1,4,1,390,"2",3,4,4,4,4,4,4,4,3,5,4,2,"research subject"
"loris","no context",58,2,4,4,1,314,"2",4,4,5,5,5,4,4,4,2,5,5,5,"protection"
"loris","no context",53,1,1,4,1,554,"2",4,4,3,4,4,4,4,3,3,4,4,3,"LOOKS INTERESTING"
"loris","informative",52,2,4,5,1,695,"2",4,4,4,4,4,4,4,4,4,4,4,4,"animal"
"loris","informative",52,2,4,5,1,695,"2",4,4,4,4,4,4,4,4,4,4,4,4,"animal"
"gorilla","informative",34,2,3,4,1,472,"1",4,3,4,4,2,2,3,4,2,3,4,4,"ANIMAL IS FRIENDLY"
"gorilla","informative",34,2,3,4,1,472,"1",4,3,4,4,2,2,3,4,2,3,4,4,"ANIMAL IS FRIENDLY"
"loris","informative",25,1,4,4,1,361,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"good"
"loris","informative",32,2,1,4,1,176,"1,2,3,4,5",5,5,5,5,5,5,5,5,5,5,5,5,"NICE"
"loris","informative",25,2,1,4,1,1282,"1,2,4",4,4,4,5,2,4,4,5,2,5,5,5,"Slender"
"gorilla","informative",25,1,5,4,1,422,"2",3,5,4,5,4,5,4,3,5,3,5,4,"Safe handling"
"gorilla","informative",25,2,1,4,1,430,"2",4,5,4,5,5,5,5,4,5,5,5,5,"Research"
"gorilla","informative",41,1,1,4,1,331,"1,2,3",1,2,3,3,1,2,1,5,1,5,2,3,"Natural"
"gorilla","no context",34,2,3,4,1,482,"1,2,3",4,4,3,4,2,3,4,4,3,4,4,4,"i love animal so like very much and one day me also click "
"loris","no context",31,2,1,4,1,182,"1,2,3",1,5,4,4,1,4,3,4,1,5,5,5,"Eyes"
"loris","informative",30,1,1,2,0,508,"2",5,5,4,4,5,4,4,5,5,5,5,4,"pygmy slow loris"
"gorilla","informative",38,2,3,4,1,458,"1,2,3",5,5,5,5,5,4,5,5,5,4,5,5,"FIVE"
"loris","no context",25,2,1,4,1,209,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"animal"
"loris","informative",33,2,5,4,1,252,"1,3",1,1,3,3,1,1,1,5,1,4,3,2,"adorable"
"gorilla","no context",30,2,1,4,1,379,"1,2,3,4,5",5,5,5,5,5,5,5,5,5,5,5,5,"good"
"loris","no context",55,1,1,5,1,670,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,4,4,4,"beautiful"
"loris","no context",22,2,2,4,1,173,"1,2,3,5",1,4,3,4,2,2,4,4,2,5,4,4,"Adorable"
"gorilla","no context",29,2,1,4,1,630,"1,2,3,5",4,4,4,4,4,5,4,5,2,5,5,4,"SAVE WIDLIFE"
"gorilla","no context",29,2,1,4,1,630,"1,2,3,5",4,4,4,4,4,5,4,5,2,5,5,4,"SAVE WIDLIFE"
"gorilla","informative",30,2,1,4,1,310,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"Research"
"gorilla","informative",30,2,1,4,1,310,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"Research"
