"Animal","Caption","Age","Gender","Ethnicity","Schooling","RecaptchaScore","Duration","Socials","Survey_01","Survey_02","Survey_03","Survey_04","Survey_05","Survey_06","Survey_07","Survey_08","Survey_09","Survey_10","Survey_11","Survey_12","One_word_comment"
"gorilla","no context",37,1,1,4,1,668,"1,2,3,5",4,5,4,5,4,4,5,5,5,5,5,5,"Save mountain gorillas from extinction"
"loris","informative",37,1,1,4,1,395,"1,2,3",1,3,4,3,2,2,3,3,2,4,3,3,"Interesting"
"loris","informative",37,1,1,4,1,225,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"SO CUTE AND GOOD PHOTOGRAPHY"
"gorilla","informative",30,1,4,4,1,1139,"1,2,3",3,5,4,4,4,4,3,4,5,5,4,4,"Gorilla"
"gorilla","informative",30,1,4,4,1,1139,"1,2,3",3,5,4,4,4,4,3,4,5,5,4,4,"Gorilla"
"gorilla","informative",51,1,1,4,1,301,"1",1,2,5,4,1,5,4,5,1,4,3,5,"Gorilla"
"loris","no context",50,1,1,4,1,1064,"1,2,3",4,4,4,4,3,4,4,4,3,4,3,4,"me with my research subject"
"loris","informative",30,1,4,4,1,140,"2",4,4,5,4,4,5,5,4,4,4,4,4,"good"
"loris","no context",25,2,1,4,1,700,"1,2,3,5",4,4,4,4,4,4,4,4,4,4,4,4,"These types of post will be rare to see in social media platform"
"loris","informative",35,1,1,4,1,603,"1",4,4,4,3,4,3,4,4,2,2,4,4,"interesting"
"gorilla","no context",48,1,1,4,1,317,"1,2,5",2,4,2,5,2,4,4,4,4,5,4,4,"MOUNTAIN GORILLA"
"gorilla","no context",34,2,1,4,1,446,"1,2",4,4,4,3,2,3,2,4,3,5,5,5,"Gorilla"
"gorilla","informative",39,2,1,4,1,379,"2",5,4,4,4,5,4,5,5,5,4,4,5,"beauty"
"gorilla","informative",25,1,5,4,1,2709,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"Funny"
"gorilla","no context",45,1,1,5,1,275,"1,2,3",4,4,4,4,5,4,5,4,4,4,4,4,"GOOD"
"gorilla","informative",30,1,1,5,1,156,"1,2",4,4,4,4,4,4,4,4,4,4,4,4,"animal"
"loris","no context",57,1,1,4,1,1754,"1,2,3,5",5,3,4,3,5,4,4,4,4,5,4,4,"unseen"
"loris","no context",40,1,1,4,1,289,"1,2",1,3,4,4,2,4,4,5,3,5,4,1,"cute"
"gorilla","informative",50,1,1,4,1,147,"1,2,3,5",5,5,5,5,5,5,5,5,5,5,5,5,"the gorilla is see the man"
"gorilla","informative",31,1,1,4,1,127,"1,2,3,5",5,5,5,5,5,5,5,5,5,5,5,5,"THE GORILLA SEE THE MAN"
"loris","informative",35,2,1,5,1,389,"1",5,4,4,4,4,4,3,5,4,3,5,5,"AMAZING"
"loris","informative",23,2,1,4,1,419,"1,2",4,5,4,4,5,5,5,4,4,5,5,4,"satisfaction monkey "
"gorilla","informative",31,1,1,4,1,492,"2",5,4,5,5,2,1,4,4,2,4,5,5,"fear"
"loris","no context",40,1,3,4,1,634,"1,2,3",2,4,3,4,3,4,2,3,2,5,4,4,"Protect"
"gorilla","informative",26,2,1,4,1,3371,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"good"
"gorilla","informative",32,2,1,4,1,285,"1,2",4,4,4,4,4,4,5,5,4,5,5,4,"FUNNY"
"gorilla","informative",32,2,1,4,1,285,"1,2",4,4,4,4,4,4,5,5,4,5,5,4,"FUNNY"
"gorilla","no context",48,1,1,2,1,266,"1,2,3,5",1,4,5,3,1,5,2,4,1,5,4,4,"majestic"
"gorilla","no context",48,1,1,2,1,266,"1,2,3,5",1,4,5,3,1,5,2,4,1,5,4,4,"majestic"
"gorilla","no context",40,1,2,5,1,486,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,4,4,4,"GOOD"
"loris","informative",78,2,1,2,1,705,"1,2,3,5",2,4,4,2,1,2,1,4,1,4,3,2,"animals"
"loris","no context",25,2,1,4,1,575,"2",2,3,4,3,3,4,4,3,2,4,4,4,"Research"
"gorilla","no context",31,1,1,4,1,321,"1,2,3",2,5,5,3,1,5,4,5,1,5,5,5,"warmth"
"loris","no context",31,2,1,4,1,326,"2,3,5",4,4,4,4,4,4,4,5,4,4,4,4,"I DONT LIKE THIS PICS"
"loris","informative",26,1,1,4,1,367,"2",4,4,4,4,4,4,4,4,4,4,4,4,"me with my research subject"
"loris","no context",32,1,1,4,1,199,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"Good"
"loris","informative",25,2,1,4,1,415,"1,2,3,4",4,4,4,4,4,4,4,4,4,4,4,4,"small monkey"
"gorilla","no context",29,1,4,5,1,1118,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,"MOUNTAIN GORILLA"
"loris","informative",32,2,1,4,1,828,"1,2",4,5,4,5,4,4,5,4,4,4,5,5,"it is very nice animal"
"gorilla","no context",47,2,2,4,1,705,"1,2,5",5,4,4,4,4,4,4,4,4,4,4,4,"neture"
"loris","no context",31,2,3,4,1,858,"1,2,3,5",1,4,4,3,2,3,2,5,1,5,5,3,"Tiny"
"loris","informative",43,1,1,4,1,693,"1,2,3,5",4,5,5,5,4,4,5,4,4,4,4,4,"CUTE"
"gorilla","no context",33,1,4,4,1,1116,"2",4,4,4,5,1,4,5,4,2,4,4,5,"beautifull"
"loris","no context",29,1,4,5,1,259,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,"good"
"loris","informative",37,2,1,3,1,237,"1,2,3,5",1,3,3,3,1,4,3,4,2,4,2,1,"Bedraggled"
"gorilla","no context",29,1,2,4,1,390,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"spring to mind"
"loris","informative",35,1,3,4,1,353,"1,2,3,4,5",5,5,5,2,5,5,5,4,5,5,5,5,"yes"
"gorilla","no context",44,2,1,5,0,628,"1,2",2,4,2,4,5,2,4,4,4,5,4,4,"KINGKONG IS SO NICE"
"gorilla","no context",41,2,1,4,1,205,"2",5,5,5,5,5,5,5,5,5,5,5,5,"GORILLA"
"loris","informative",60,2,4,5,1,375,"2,3",4,4,4,4,4,4,4,4,4,4,4,4,"ENJOYABLE"
"loris","informative",60,2,4,5,1,375,"2,3",4,4,4,4,4,4,4,4,4,4,4,4,"ENJOYABLE"
"gorilla","no context",32,1,1,5,1,297,"2",4,4,4,4,4,5,4,4,5,4,4,4,"THIS IMAGE IS RESEARCH"
"loris","no context",37,1,1,2,1,350,"1,2,3",1,4,4,3,2,2,2,5,1,4,3,3,"newborn"
"loris","no context",56,2,1,5,1,271,"1,2,3,4,5,6",4,4,4,4,4,4,4,4,4,4,4,4,"good"
"gorilla","no context",48,2,1,4,1,564,"1,2,3,4,5,6",4,4,5,5,4,5,5,5,5,4,4,5,"Animal"
"loris","informative",48,1,1,3,1,195,"1,2,3",1,4,2,4,3,5,5,5,5,5,4,5,"australia"
"gorilla","no context",40,1,1,4,1,219,"3",1,4,2,2,1,4,1,3,2,4,4,2,"How the man in the photo is sweating this experience"
"loris","no context",35,2,1,3,1,278,"1",2,4,3,2,1,4,4,4,2,4,4,3,"cute"
"loris","no context",25,1,1,4,1,646,"1,2,3",5,5,3,4,4,3,4,3,4,4,4,4,"cute pet"
"loris","informative",26,1,2,4,1,1216,"1,2",1,4,4,5,4,2,1,4,5,5,3,4,"monito"
"gorilla","no context",26,1,1,4,1,548,"1,2,4",4,4,5,4,5,4,5,5,4,4,4,4,"Reserach"
"loris","informative",42,2,1,5,1,190,"1,2,3",5,5,5,4,5,5,5,4,5,5,5,5,"I like this post"
"gorilla","no context",23,1,1,4,1,423,"1,2,3",3,3,3,4,3,4,3,4,3,4,4,4,"Scared Face"
"loris","informative",51,2,1,5,1,234,"6",1,4,3,3,1,1,1,2,1,4,4,1,"eyes"
"gorilla","no context",48,2,6,3,1,1078,"2,3",3,3,3,3,1,2,2,4,2,4,3,4,"wildlife"
"loris","no context",25,1,1,4,1,1312,"2",4,4,4,4,4,4,4,4,4,4,4,4,"BABY SLENDER LORIS"
"gorilla","no context",57,2,1,5,1,177,"1,2,3,4,5",4,4,4,4,4,4,4,4,5,4,4,4,"GOOD"
"gorilla","no context",23,1,1,4,1,374,"1,2",5,4,4,2,4,2,4,4,4,4,4,5,"its nic"
"gorilla","no context",51,1,4,4,1,538,"6",4,2,4,4,2,4,2,4,2,4,4,4,"good"
"loris","informative",25,2,1,4,1,604,"1,2,3",4,4,2,4,4,5,4,4,4,5,4,4,"Baby slender"
"gorilla","informative",37,2,6,4,1,551,"2",4,4,2,4,2,4,2,4,4,4,4,4,"creature"
"gorilla","no context",37,2,1,4,1,393,"1,3,5",2,4,2,4,1,4,5,4,1,5,2,4,"nature"
"loris","no context",23,1,1,4,1,1401,"1,2,3",3,5,4,4,3,3,4,4,3,4,4,3,"Very cute"
"gorilla","no context",40,1,2,2,1,263,"1,2,3",5,5,5,5,5,5,5,5,5,5,5,5,"GOODS"
"loris","no context",25,2,1,4,1,280,"1,2,3",5,4,4,4,4,4,4,4,4,4,4,4,"class"
"loris","no context",25,1,5,4,1,214,"2",4,4,4,4,4,4,4,5,5,4,4,5,"Animals handles with safely"
"loris","no context",55,1,1,3,1,222,"3",3,2,4,3,1,3,3,4,1,5,4,3,"cute"
"gorilla","informative",35,1,4,4,1,1020,"2",4,4,5,4,4,5,5,4,4,5,5,4,"save the animals"
"loris","no context",25,2,1,4,1,766,"1,2,3",4,4,4,4,5,5,5,4,5,4,5,4,"i think this post will make me more happy"
"gorilla","no context",36,2,2,4,1,393,"1,2,3",4,3,4,4,3,4,4,4,4,4,4,5,"Mountain Gorilla"
"gorilla","no context",59,7,7,6,1,293,"1,2",2,1,4,3,2,3,2,5,1,5,3,4,"Africa"
"gorilla","informative",46,1,1,2,1,780,"1,2",4,2,3,3,1,1,1,4,1,5,1,3,"Challenged"
"loris","no context",49,1,1,2,1,321,"1,3",1,4,3,4,2,4,4,5,1,5,2,4,"cute"
"loris","no context",51,1,1,5,1,235,"1,2,3",5,4,5,5,5,5,5,4,4,5,4,4,"subject to monkey"
"gorilla","no context",25,1,1,4,1,216,"3",4,4,4,4,4,5,4,4,4,4,4,4,"Torture"
"gorilla","no context",36,1,1,4,1,631,"1,2",5,4,4,4,4,4,2,5,4,5,4,5,"beautiful"
"gorilla","no context",30,1,4,4,1,267,"2",5,4,4,4,4,4,5,5,4,4,4,5,"good"
"gorilla","no context",66,2,1,2,1,269,"1,5",2,2,4,4,2,3,4,4,2,5,4,5,"wild"
"gorilla","informative",30,2,1,4,1,312,"1,2,3",4,5,4,4,4,4,5,4,4,4,5,4,"Research"
"loris","no context",25,1,1,4,1,261,"1,2",2,4,4,4,4,3,2,4,4,5,5,4,"It will be very nice"
"loris","no context",56,2,1,5,1,311,"1,2,3,5",1,1,4,3,1,2,2,4,1,5,4,2,"Captive"
"loris","informative",30,1,1,4,1,608,"2",4,4,4,4,4,4,5,4,4,4,4,4,"animals"
"gorilla","informative",21,1,4,4,1,580,"2",4,4,4,4,4,4,4,4,4,4,4,4,"animal"
"gorilla","no context",22,1,1,2,1,184,"2,3,5",1,2,2,3,1,3,3,4,2,4,5,4,"Wildlife"
"gorilla","no context",30,2,1,4,1,601,"1,2,5",4,4,5,5,5,4,4,4,5,4,4,5,"Delightful"
"loris","no context",30,2,1,3,1,331,"1,2,5",1,2,4,2,1,2,2,3,2,3,3,2,"sad"
"loris","informative",25,2,1,4,1,933,"1,2,3",5,4,4,4,4,4,4,4,4,4,4,4,"the  post was very nice"
"loris","informative",35,1,1,4,1,247,"2",4,4,2,2,4,4,5,2,5,4,2,4,"research the animal"
"gorilla","informative",25,1,1,4,1,237,"1,2,3,4,5",4,4,4,4,4,4,4,5,4,5,4,4,"I like gorilla very much in this i want to meet that gorilla "
"gorilla","no context",42,2,1,5,1,173,"1,2,5",1,2,2,3,1,4,4,4,1,4,3,3,"gorilla"
"loris","no context",33,1,1,4,1,323,"1,2",4,4,4,5,5,4,5,5,4,5,4,4,"david"
"gorilla","informative",51,2,1,4,1,229,"1,2,3",5,4,4,5,4,5,3,5,4,5,5,4,"happy animals"
"loris","informative",61,1,1,5,1,290,"1,2,3",1,4,3,3,2,2,4,4,2,5,4,3,"cute"
"gorilla","informative",30,1,1,4,1,166,"1,2,3",5,4,4,5,5,5,4,5,5,5,4,5,"animal"
"loris","no context",58,2,1,4,1,231,"1,2,5",2,2,3,2,2,2,4,4,2,4,2,4,"cute"
"loris","no context",42,2,1,4,1,197,"1",1,2,3,2,2,2,4,3,3,4,2,2,"quirky"
"gorilla","no context",29,2,1,4,1,2315,"1,2,5",4,4,4,5,4,4,4,4,4,4,4,4,"i like this post"
"loris","no context",25,2,1,4,1,988,"1,2,3,4,5",2,4,4,4,4,3,4,4,4,5,3,4,"The monkey is beautiful"
"loris","no context",28,1,4,4,1,254,"1,2,4,5",4,4,4,4,4,4,4,4,4,4,4,4,"raji"
"loris","informative",34,2,1,4,1,307,"2",4,4,2,4,5,4,4,4,2,5,4,5,"New animals reserve"
"loris","no context",29,2,1,2,1,425,"1,4",1,4,5,2,1,1,2,2,1,2,2,2,"Inhumane "
"loris","informative",28,1,1,4,1,228,"1,2",4,5,4,4,4,5,4,4,4,4,4,4,"gorilla"
"gorilla","informative",30,1,1,4,1,197,"1,2,3,4",4,5,5,5,4,5,4,5,5,5,5,5,"good"
"loris","informative",43,1,1,5,1,254,"1,2",1,3,3,4,1,4,2,5,1,5,4,2,"scared"
"gorilla","informative",59,2,1,5,1,446,"1",1,4,5,4,1,5,3,4,1,5,5,4,"Awe"
"gorilla","no context",25,1,1,4,1,250,"1,2,3,4,5",5,5,4,4,4,4,5,5,4,5,4,5,"Cutest "
"loris","informative",24,2,2,4,1,440,"1,2,3",4,4,2,2,4,4,4,4,4,4,4,4,"six image"
"gorilla","informative",27,2,2,4,1,434,"1,2,3",4,5,5,5,4,4,4,4,4,5,4,5,"Pet"
"gorilla","informative",56,2,1,4,1,343,"1,2,3",5,4,4,4,1,4,3,5,1,5,4,3,"That we need to treat animals with respect"
"gorilla","informative",38,2,1,4,1,561,"1,2,3,5",2,5,2,4,5,4,5,4,4,4,4,4,"man and gorilla is a good friend"
"gorilla","no context",56,2,3,4,1,701,"1",1,3,4,4,2,1,1,4,1,4,4,4,"Unsafe"
"loris","informative",41,2,5,5,1,229,"2",2,3,3,4,2,2,3,4,1,4,4,2,"care "
"loris","informative",35,1,6,3,1,235,"1,2,3",1,3,3,4,2,1,4,5,4,5,3,5,"Vulnerable"
"gorilla","informative",62,2,1,5,1,967,"1,2,3",4,2,4,4,5,4,4,4,4,4,4,4,"gorillas"
"gorilla","informative",53,2,1,5,0,808,"2",1,4,4,4,4,5,4,4,4,4,1,4,"RESEARCH WITH PROPER TRAINING"
"loris","no context",40,1,2,5,1,254,"1,2,3",4,5,4,5,4,5,4,4,4,4,4,4,"wildlife "
"loris","informative",69,1,6,4,1,1851,"2",2,4,3,3,3,4,4,3,4,3,3,3,"WILD ANIMAL"
"loris","no context",30,1,4,4,1,353,"2",4,4,4,4,4,4,4,4,4,4,4,5,"good"
"gorilla","no context",49,1,1,5,1,688,"1,2,3,5",4,5,2,5,4,5,5,4,4,5,5,5,"Evolution"
"loris","informative",32,1,3,3,1,460,"4",4,4,2,4,2,4,2,5,4,4,2,4,"good"
"loris","no context",42,2,3,4,1,308,"1,2,3,4",5,4,4,4,4,4,5,4,5,5,5,4,"Mongy"
"gorilla","no context",48,2,2,4,1,494,"2,3",4,4,4,4,4,4,4,4,4,4,4,4,"come to	dawn on"
"loris","no context",29,1,3,4,1,459,"1,2,3",1,2,1,3,1,5,3,3,1,5,2,1,"cruelty"
"loris","informative",25,1,4,5,1,276,"2",4,5,4,4,5,4,5,4,4,4,4,5,"good pet"
"loris","informative",51,2,1,4,1,444,"2,3,5",4,4,4,4,3,4,4,4,3,4,4,4,"NOTHING"
"gorilla","no context",25,1,5,4,1,1272,"2",5,5,5,5,5,5,5,5,5,4,5,5,"animals handling"
"loris","informative",35,2,1,2,1,227,"2,3",2,4,4,4,3,4,3,3,2,4,4,4,"nothing"
"gorilla","no context",34,1,1,4,1,560,"1,2,3,5",2,4,5,1,1,4,3,4,1,5,5,4,"huge"
"loris","no context",33,2,4,4,1,914,"2",4,4,4,4,4,4,4,4,4,4,4,4,"a small animal"
"gorilla","informative",62,2,5,5,1,346,"1,2,3,5",4,4,4,4,1,4,2,4,1,5,2,4,"Majestic "
"gorilla","informative",31,2,1,2,1,924,"1,2,3,5",1,1,4,2,1,2,1,4,1,5,1,4,"Amazing"
"gorilla","informative",25,2,1,4,1,924,"1,2,3",5,4,5,4,2,4,4,4,2,5,4,5,"it seems to be cute"
"gorilla","no context",40,2,1,4,1,380,"1,2",4,4,2,4,4,4,4,4,4,5,2,4,"I LIKE THIS MOUNTAIN GORILLA"
"loris","no context",44,1,1,4,1,349,"1,2,3",4,4,2,4,2,4,5,4,2,4,4,4,"wildlife"
"loris","no context",38,2,6,4,0,573,"1,2,4",1,1,3,1,2,1,1,5,1,5,3,1,"cute"
"loris","no context",37,1,4,4,1,284,"1,2,3,4,5",4,4,4,4,4,4,4,4,5,4,4,4,"Me with my research subject"
"gorilla","informative",35,2,4,4,1,295,"1,2,3",1,5,4,5,5,1,5,5,5,5,5,5,"excellent view and location"
"gorilla","no context",25,2,1,4,1,233,"1,2,4",4,4,4,5,3,5,4,5,3,4,5,5,"Mountain gorilla in my research"
"loris","no context",57,1,2,3,1,857,"1",2,2,4,4,2,2,2,4,2,4,3,3,"Compassion"
"loris","informative",44,1,1,4,1,569,"1,2,3",4,4,4,4,4,4,4,5,5,4,4,4,"good"
"loris","informative",44,1,1,4,1,1058,"1,2,3,4",4,2,5,4,4,4,4,2,4,5,4,2,"FANTASTIC"
"loris","no context",53,2,1,4,1,444,"1,2",4,4,4,4,4,4,4,4,4,5,4,4,"pity"
"loris","no context",30,1,4,4,1,51903,"2",5,5,4,4,4,5,4,4,4,5,4,5,"good"
"loris","no context",42,1,1,4,1,279,"2",5,5,5,5,5,5,5,5,5,5,5,5,"Andrea DiGiorgio"
"gorilla","no context",57,2,1,5,1,357,"1,2,3,5",1,4,4,2,1,5,1,2,1,5,5,4,"interesting"
"gorilla","informative",57,1,1,2,1,240,"1,2,3",1,2,4,4,1,5,2,5,1,5,4,5,"gorilla"
"gorilla","no context",64,2,1,4,1,515,"1,2,3,5",1,4,5,4,1,3,3,4,1,5,4,5,"Cool"
"loris","no context",53,1,1,3,1,680,"1,3",1,4,4,4,2,5,2,4,1,5,5,5,"Lemur"
"gorilla","informative",27,1,1,4,1,398,"1,2,3",4,4,4,4,5,5,4,4,4,5,4,5,"Animals save"
"loris","no context",35,1,1,4,1,188,"1,2",4,5,5,2,5,5,2,4,5,4,2,4,"new things"
"loris","informative",33,1,1,4,1,170,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"rate is also good"
"gorilla","no context",27,1,6,4,1,600,"2",5,1,4,5,3,3,4,5,2,5,2,5,"WILDLIFE"
"gorilla","informative",30,1,1,4,1,1766,"1,2,3,4,5",4,4,4,5,5,4,4,4,4,4,5,4,"Monkey"
"loris","informative",25,2,1,4,1,242,"1,2,3,5",1,2,4,2,1,4,1,4,1,5,5,2,"scientist"
"gorilla","informative",44,2,5,3,1,315,"1,2,3,4,5",2,1,4,3,1,4,2,4,1,5,5,4,"Scary"
"gorilla","informative",35,2,3,4,1,314,"1,2,3,4,5",5,5,4,5,5,5,5,5,5,5,5,4,"Wildlife "
"loris","informative",33,2,1,4,1,213,"1,2,3",4,4,4,5,5,5,4,4,5,4,4,4,"HUMANITY"
"gorilla","informative",61,1,1,4,1,248,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"Monkey"
"loris","informative",51,2,1,4,1,250,"1,2,3",1,3,2,2,1,1,1,1,1,4,3,1,"Creepy"
"gorilla","informative",27,2,1,5,1,255,"1,2,5",1,4,5,3,1,5,1,5,1,5,4,4,"primatology"
"loris","informative",40,1,2,2,1,362,"1,2,3",5,5,5,5,5,5,5,5,5,5,5,5,"GOODS STUDEY"
"gorilla","no context",30,1,4,4,1,258,"2",4,4,4,4,4,4,5,4,4,4,4,4,"good"
"loris","informative",33,2,1,4,1,619,"1,2,5",4,5,3,5,5,4,4,4,4,5,4,4,"animals used for research"
"loris","informative",28,2,1,4,1,290,"1,2,3,5",3,3,2,5,4,1,5,5,4,5,4,4,"Cute"
"loris","informative",30,1,1,4,1,313,"1,2,3",5,4,5,5,5,5,4,5,4,4,5,5,"Unique"
"loris","no context",31,2,1,4,1,1894,"1,2,3",4,4,4,4,4,4,4,3,4,4,4,4,"research "
"loris","no context",38,1,1,4,1,399,"1,2",3,2,4,4,4,4,4,5,4,4,5,3,"its so cute"
"loris","informative",62,2,1,4,1,262,"1,2,3,4,5",4,4,4,4,4,4,4,4,5,5,5,4,"humanity"
"loris","informative",40,1,1,2,1,288,"2",5,5,5,5,5,5,5,5,4,4,5,5,"PET"
"gorilla","informative",50,1,1,4,1,591,"1,2",4,4,3,3,1,5,2,2,1,5,4,2,"arrogance "
"loris","informative",25,2,1,4,1,228,"1,2,3,4,5",4,4,5,4,4,4,4,5,4,5,4,4,"VERY NICE"
"gorilla","informative",39,1,2,5,1,729,"1,2,3,5",2,4,4,4,1,4,3,4,1,5,4,5,"jungle"
"loris","informative",38,2,1,1,1,376,"1,2,3,5",1,1,2,4,4,4,2,4,2,5,5,5,"Humane"
"gorilla","no context",40,2,1,5,1,328,"2",4,4,4,4,4,4,4,4,4,4,3,4,"mountain gorilla"
"loris","no context",56,1,1,3,1,388,"1,3",1,4,3,4,1,5,1,3,1,5,4,1,"Imprisoned"
"loris","informative",30,1,1,4,1,855,"1,2,3,5",3,4,4,4,4,4,4,4,4,4,4,4,"nice post about social"
"loris","informative",56,2,1,4,1,727,"1,2,3",4,3,3,4,3,4,3,4,3,4,4,4,"DEVELOPMENT OF SCIENCE AND TECHNOLOGY "
"loris","no context",40,1,1,2,1,391,"1,2",5,5,4,4,5,4,5,5,4,4,5,5,"PET"
"loris","informative",28,2,1,4,1,275,"1,2,3",4,3,3,4,4,4,4,4,4,4,4,4,"nnice post"
"gorilla","informative",29,2,1,4,1,730,"1,2,3",5,5,5,5,5,5,5,5,5,5,5,5,"good"
"loris","no context",30,1,1,4,1,215,"2",2,4,4,4,4,4,4,2,4,4,4,5,"NOTHING"
"gorilla","informative",50,2,1,5,1,386,"1,2,3,4,5",4,4,4,4,4,4,4,4,4,4,4,4,"Good"
"loris","informative",37,2,1,5,1,415,"1,2,5",1,2,3,4,2,1,3,5,1,5,4,4,"Sadness"
"loris","informative",25,2,1,4,1,668,"1,2,5",4,4,3,5,5,4,4,3,3,5,4,5,"Researching animals"
"loris","no context",34,1,2,4,1,595,"1,2",4,2,4,4,4,3,5,3,5,4,5,5,"beautiful"
"loris","informative",25,2,1,5,1,411,"1,2,3,4,5",2,4,4,4,2,5,4,5,4,4,4,4,"SAVE ANIMAL"
"gorilla","informative",38,1,1,4,1,199,"1,2,3",4,4,4,5,4,4,4,4,4,4,4,4,"Happy"
"loris","informative",25,2,1,4,1,279,"1,2,3",4,4,4,5,4,4,4,4,4,5,4,4,"pitty"
"loris","informative",60,2,1,2,1,884,"1,2,5",4,3,4,4,4,4,4,4,3,4,5,4,"Wildlife"
"loris","no context",28,1,1,4,1,285,"1,2,5",1,2,2,4,2,2,3,2,4,5,4,4,"Cute"
"gorilla","no context",43,1,4,5,1,970,"2",4,4,4,4,4,4,4,4,4,4,4,4,"my friend"
"loris","no context",31,2,1,5,1,266,"1,2",4,4,4,4,4,4,4,4,4,4,5,4,"MONKEY"
"loris","no context",31,2,1,5,1,266,"1,2",4,4,4,4,4,4,4,4,4,4,5,4,"MONKEY"
"loris","no context",31,2,1,5,1,266,"1,2",4,4,4,4,4,4,4,4,4,4,5,4,"MONKEY"
"gorilla","no context",34,1,6,4,1,1683,"1,2,3",2,4,2,3,3,2,4,2,2,4,4,4,"mind conversation"
"gorilla","informative",31,2,1,2,1,274,"1,2,3,5",1,4,4,4,1,3,2,4,1,5,4,3,"peace"
"loris","informative",53,2,1,5,1,333,"1,2,3,4,5,6",5,4,4,4,4,4,4,4,4,4,4,4,"good"
"gorilla","no context",33,1,1,3,1,176,"1,2,3",2,3,4,2,2,4,2,2,1,2,2,2,"Crazy "
"gorilla","no context",35,2,1,2,1,268,"1,2,3",2,4,4,4,3,4,3,4,2,4,5,4,"gorilla"
"loris","no context",31,2,4,4,0,948,"3",4,5,4,5,5,5,4,4,5,4,5,5,"yes"
"gorilla","informative",32,2,1,5,1,357,"1,2",1,5,5,3,1,4,2,4,1,5,4,4,"Gorilla "
"loris","informative",25,2,5,4,1,565,"1,2,3",4,4,4,4,4,4,4,4,4,4,4,4,"nice"
"loris","no context",41,2,1,4,1,333,"1,2,3",2,4,4,4,2,2,2,2,2,5,5,4,"Irresponsible "
"loris","no context",57,2,5,5,1,247,"1,2,3,5",4,5,5,5,5,5,4,4,5,4,4,4,"cute"
"loris","no context",25,2,1,4,1,208,"1,2,3,4,5",4,5,4,4,4,5,4,4,4,5,4,4,"The animal look very great in the image "
"gorilla","informative",43,1,1,4,1,595,"1,2,3,5",4,4,4,4,2,4,4,2,2,4,4,4,"Gorilla"
"gorilla","informative",31,2,1,4,1,160,"1,2,3,4,5",4,5,4,4,4,5,4,4,5,4,4,4,"i like it so much"
"loris","no context",46,2,1,3,1,397,"1",1,2,4,2,2,2,2,4,4,4,1,2,"caring"
"loris","no context",46,2,1,3,1,397,"1",1,2,4,2,2,2,2,4,4,4,1,2,"caring"
"gorilla","informative",35,2,1,4,1,442,"2",5,5,3,5,4,5,5,5,5,4,4,5,"GORILLA"
"gorilla","informative",35,2,1,4,1,442,"2",5,5,3,5,4,5,5,5,5,4,4,5,"GORILLA"
"loris","no context",48,1,2,4,0,206,"1,2,3",4,4,4,4,4,5,4,4,4,4,4,4,"research subject"
"loris","no context",47,1,3,1,1,581,"1",1,1,3,3,2,3,1,4,1,5,2,3,"Wildlife"
"gorilla","informative",68,2,1,3,1,380,"1",5,4,5,3,1,3,2,4,1,5,4,5,"respect"
"gorilla","informative",35,2,1,4,1,253,"2",4,4,3,4,3,4,4,4,2,4,5,5,"wildlife photography"
"gorilla","informative",44,2,1,3,1,294,"1",5,4,4,3,1,5,1,5,1,5,5,3,"Gorilla"
"loris","informative",21,4,1,2,1,461,"1,2,3,5",1,1,4,3,2,1,1,2,1,5,4,3,"Sad "
"gorilla","no context",35,1,5,4,1,652,"1,2,3",4,3,2,3,1,5,4,4,1,4,4,4,"wildlife"
"loris","no context",40,2,1,4,1,764,"2,3",4,5,5,5,4,4,4,5,5,4,4,4,"Bottleful "
"gorilla","no context",34,1,2,4,1,396,"2",4,5,5,5,4,5,4,4,4,1,5,4,"Gorila and man"
"loris","no context",40,2,3,3,1,275,"1,2,3,5",4,3,1,1,1,3,1,1,1,4,1,1,"why"
"gorilla","informative",34,2,2,5,1,287,"1,2,4",4,3,5,5,1,4,1,5,1,5,4,3,"Nature"
"gorilla","informative",34,2,1,4,1,285,"1,2,3,5",2,4,4,3,1,4,2,4,1,4,4,4,"Ape"
"loris","no context",26,1,1,4,1,733,"1,2",4,4,4,4,4,4,4,4,4,4,4,4,"VERY CUTE"
"loris","informative",25,2,1,4,1,719,"1,2,3,4,5",4,4,5,5,3,4,4,4,3,4,4,5,"We need to save our wild animal slender loris"
"loris","no context",50,2,1,4,1,450,"1,2,3",2,2,4,5,4,4,4,4,4,5,4,4,"wildlife"
"loris","informative",37,2,6,4,1,1121,"1,2",4,4,4,4,2,4,4,5,4,4,4,5,"cute"
"loris","no context",26,1,1,4,1,406,"2,3,5",2,4,4,5,3,2,4,4,3,5,4,5,"Cute"
